Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
1,6a26d1c6d013e3513e842c0b,6aa22358ee41219b97e5f1dd,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,6aa22358ee41219b97e5f1dd,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,19.1332,19.1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,6aa22358ee41219b97e5f1dd,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,6aa22358ee41219b97e5f1dd,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,22.9626,22.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,23.7729,23.7731,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,2,46,4,11,2,1,1,2,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,89.9932,164.4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,164.4628,189.7127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,189.7416,193.4795,0,3738,0.158333333,0.241666667,1,0,0,three_green_crosses,193.4801,194.4794,0,0,0,52,1,number,images/4greenCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,194.4807,197.4624,0,2982,0.394444444,0.218518519,1,0,0,four_blue_stars,197.4625,198.4625,0,1,1,42,1,number,images/3redStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,198.4633,201.1623,1,2699,0.160185185,0.231481481,1,0,0,three_green_crosses,201.1628,202.1625,0,2,2,46,1,number,images/3yellowStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,202.1631,204.2458,1,2083,-0.324074074,0.228703704,1,0,0,one_red_dot,204.2459,205.2457,0,3,3,9,1,number,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,205.2467,207.6623,1,2416,0.168518519,0.225,1,0,0,three_green_crosses,207.6625,208.6626,0,4,4,38,1,number,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,208.6635,210.9625,1,2300,-0.360185185,0.222222222,1,0,0,one_red_dot,210.9627,211.9625,0,5,5,4,1,number,images/1greenCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,211.9634,214.3293,1,2366,-0.351851852,0.223148148,1,0,0,one_red_dot,214.3294,215.3291,0,6,6,8,1,number,images/1redCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,215.3437,217.5292,0,2186,-0.092592593,0.209259259,1,0,0,two_yellow_triangles,217.5298,218.5291,0,0,0,20,1,shape,images/2greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,218.5298,221.2125,0,2683,0.371296296,0.221296296,1,0,0,four_blue_stars,221.2127,222.2125,0,1,1,52,1,shape,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,222.2136,224.8457,1,2633,-0.112037037,0.232407407,1,0,0,two_yellow_triangles,224.8461,225.8459,0,2,2,3,1,shape,images/1blueTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,225.8468,228.7125,1,2866,-0.340740741,0.230555556,1,0,0,one_red_dot,228.7127,229.7126,0,3,3,29,1,shape,images/2yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,229.7136,232.0624,1,2349,0.150925926,0.25462963,1,0,0,three_green_crosses,232.0625,233.0629,0,4,4,40,1,shape,images/3redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,233.064,235.329,1,2266,0.125,0.240740741,1,0,0,three_green_crosses,235.3291,236.3292,0,5,5,16,1,shape,images/2blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,236.3302,238.4623,1,2133,-0.335185185,0.202777778,1,0,0,one_red_dot,238.4624,239.4628,0,6,6,25,1,shape,images/2redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6a26d1c6d013e3513e842c0b,46,6aa09bb296af1050f055ee3b,2026-09-10_13h27.21.928,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,239.4794,241.579,0,2100,-0.344444444,0.210185185,1,0,0,one_red_dot,241.5794,242.5793,0,0,0,33,1,colour,images/3blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
