Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age_Prolific,Sex_Prolific,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,processing_order,consent,illness,group,age,sex,education,ethnicity,politics,prop_correct_WCST,mean_RT_WCST,median_RT_WCST,study_purpose,evaluated,interpretation,suspicious,disclosure,data_use,IU_scale.q1,IU_scale.q2,IU_scale.q3,IU_scale.q4,IU_scale.q5,IU_scale.q6,IU_scale.q7,IU_scale.q8,IU_scale.q9,IU_scale.q10,IU_scale.q11,IU_scale.q12,ETMS_1,ETMS_2,ETMS_3,ETMS_4,ETMS_5,ETMS_6,ETMS_7,ETMS_8,ETMS_9,ETMS_10,ETMS_11,ETMS_12,ETMS_13,ETMS_14,ETMS_15,ETMS_16,ETMS_17,ETMS_18,Q1,Q2,Q3
691d38f81ac511c57d68f093,APPROVED,47:11.6,06:34.0,06:38.9,07:35.3,1163,C14NST0J,508,30,Male,White,Australia,Australia,Australia,English,Yes,Unemployed (and job seeking),63,1,0,1,-8,4,4,4,1,0.825396825,2641.968254,2417,Looking at the effect of perceived social intelligence on dependence on other people and social confidence.,I believe the pattern recognition task felt like an evaluation.,I did not believe it and thought it was a study manipulation.,Yes I do not believe the social intelligence feedback was genuine. I was skeptical of the assessment and my score. I have also completed studies in the past with feedback manipulation.,2,1,3,3,2,1,3,3,2,3,2,3,2,1,5,5,3,2,6,5,4,2,1,1,5,3,2,7,3,2,2,3,7,4,7
692547715c383a5be2c1e0ce,AWAITING REVIEW,01:33.9,15:08.6,NA,16:09.3,815,C14NST0J,45,19,Female,White,Australia,Australia,Australia,English,No,Full-Time,64,1,0,1,19,1,2,6,1,0.444444444,3584.349206,2666,Being socially aware and having socially intelligent responses,My responses being evaluated yes,I agree that I have lower social understanding and social cues than average,No,3,1,3,3,2,3,3,2,3,1,2,3,2,1,3,6,5,3,5,6,4,4,3,3,4,3,4,5,5,3,4,4,6,5,6
692f23efdc7d4dfee3284acf,APPROVED,12:20.8,32:51.5,32:58.9,33:52.3,1231,C14NST0J,289,53,Male,White,United Kingdom,Canada,United Kingdom,English,No,Full-Time,101,1,0,2,49,2,3,4,4,0.714285714,2434.52381,2323,How people respond or feel after receiving being graded on a social experiment.,"Yes, I felt most of the tests involved evaluating my responses.","I did not know what to expect, but I wasn't surprised after receiving an average rating.","No, I did not at first, but I am second guessing that thought now.",3,1,1,3,4,3,1,NA,2,2,1,1,0,1,5,7,3,1,5,6,3,1,2,1,6,6,2,6,2,1,1,2,6,5,2
69309f7da595fb656eebdeb1,APPROVED,32:38.3,55:23.7,55:28.8,56:24.8,1366,C14NST0J,1519,47,Female,White,New Zealand,New Zealand,New Zealand,English,No,Full-Time,67,1,0,1,47,1,1,4,2,0.650793651,3216.984127,2418,It was about how I would react in different social situation,"yes, I believe most of it was an evaluation",That I preformed poorly in the lower percentile,only when I'm asked this question now I'm starting to wonder if I was receiving false feedback,2,1,2,2,3,2,3,2,2,1,0,0,0,0,5,6,5,5,6,6,4,3,5,2,6,3,4,3,5,5,6,3,6,6,7
696f0efc6748b12f99c74026,APPROVED,32:22.5,59:40.9,59:49.1,00:41.7,1639,C14NST0J,118,61,Female,White,Australia,Australia,Australia,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",102,1,0,2,61,1,3,4,2,0.587301587,3168.333333,2926,Im not entirely sure what the study was about but maybe your abilllity to  read people.,oh definatly the picking the correct response for the questions section,I interpreted it as i/m not that good on reading social skills,no i actually didn't think it wasn't judged on performance.,3,1,2,3,3,2,3,1,2,NA,1,2,2,2,5,4,6,5,6,6,6,5,6,3,5,4,5,6,6,4,6,5,4,5,5
69729ac1e7663c8c57cbfdb1,AWAITING REVIEW,54:43.1,05:57.2,NA,06:57.9,675,C14NST0J,415,35,Male,White,Australia,Australia,Australia,English,No,Full-Time,68,1,0,1,35,2,2,6,1,0.634920635,2602.238095,2435,Effect of written feedback compared to your own pre-existing views of yourself.,Most likely responses to the evaluation result near the end.,Seems like it may have been intended to be negative in all situations.,"Mainly the feedback, because of how it related to the subsequent questions.",1,1,1,1,1,1,1,2,2,2,1,1,1,1,5,6,3,2,5,5,2,1,2,1,4,2,2,6,1,1,1,1,7,4,7
6972b23f29bb152168afa476,APPROVED,24:29.8,45:58.7,46:08.8,46:59.4,1289,C14NST0J,59,54,Female,White,Australia,Australia,Australia,English,No,Part-Time,69,1,0,2,54,1,4,4,1,0.619047619,4430.428571,3230,"I am really not sure! perhaps to find out my responses compared to others, and my impressions on how people should behave","yes, the shape colour test and the responses test",i agree that I am probably average,"yes, as i feel my answers were ok. i would not expect that anyone got negative or overly positive feedback. I dont know why?",1,1,3,2,2,2,2,1,1,1,0,0,0,0,5,5,5,3,3,5,5,5,5,3,5,5,5,5,5,5,5,5,2,2,2
697835094502710a9560112c,APPROVED,51:06.6,08:33.6,08:38.9,09:34.4,1047,C14NST0J,117,31,Female,Asian,India,Australia,Australia,Punjabi,No,Unemployed (and job seeking),70,1,0,1,31,1,5,10,5,0.761904762,2732.888889,2399,not sure,yes,I am confused about it as I'm actually quite good at reading people's intentions and their nature or how they are as a person.,Yes because it does not match my real life experience. I am able to understand people deeply and see things about them that they are often unaware of in themselves.,3,1,1,1,1,0,1,1,1,0,1,1,1,0,5,5,6,5,5,6,6,4,6,3,5,7,5,6,5,4,4,6,6,4,6
69918b5c47f7550961f1bcb0,APPROVED,11:07.0,29:49.3,29:59.0,30:51.5,1123,C14NST0J,2691,47,Male,Asian,Hong Kong,United States,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",71,1,0,1,41,2,5,5,5,0.761904762,2128.063492,2048,People's behavior in social or unfamiliar situations,"Yes, the shape/color/number test and the social intelligence tests both felt like evaluations",The social intelligence test feedback was a bit surprising to me as I had thought of myself as at least of average ability in this regard.,"Since the very low score on the social intelligence test surprised me it made me wonder if it was accurate, but I did not recall reading about any possible deceptions in the survey so maybe it was a true analysis.",3,1,2,3,3,1,3,3,3,1,0,1,0,1,2,5,2,1,3,3,5,3,2,1,5,2,2,3,3,4,3,2,6,4,6
69ca0d6c15320ea8c68b3f67,APPROVED,50:25.5,33:48.4,33:55.3,34:49.2,2603,C14NST0J,734,48,Male,White,Canada,Canada,Canada,English,No,Part-Time,11,1,0,2,47,2,2,6,3,0.555555556,3118.444444,2528,How we react to certain news?,"Yes, I felt evaluated when I was choosing the color, shape, number.",I didn't take it well. I was hoping it was a lie and part of the study.,"Yes, I thought it might be untruthful, and I really knew it was untruthful after the next set of questions.",2,1,4,4,4,3,2,4,4,1,2,3,3,2,5,5,5,5,5,6,6,7,2,3,6,3,1,4,7,3,5,3,1,5,1
69e70ad14a211f6a908d46e1,APPROVED,08:39.1,33:53.4,33:55.0,34:54.2,1515,C14NST0J,209,27,Male,White,France,Australia,Australia,French,Yes,Unemployed (and job seeking),12,1,0,2,27,2,2,6,2,0.698412698,3597.507937,2037,Our reaction to physical and social cues how we intepret and express ourselves in different enviroment.,Yes,"I don't really care that much, when answering the question i was always thinking of a fifth option that wasnt there. Ex: for exemple  in the name scenario, why not just say, my bad wasn't paying attention when you said it.",no,1,1,0,3,3,0,0,1,0,0,0,0,1,0,2,4,6,1,3,4,5,1,2,1,5,1,4,7,1,1,1,1,4,2,2
69e9781393587668331e817e,APPROVED,16:22.2,31:50.1,31:58.8,32:50.9,928,C14NST0J,185,32,Female,White,New Zealand,New Zealand,New Zealand,English,No,Part-Time,72,1,0,2,22,1,4,4,6,0.523809524,2625.650794,2366,Seeing how people make decisions,"Yes, all of it.",That my answers were average or 'the norm'.,"Yes, the feedback. I'm not sure if it would actually provide feedback on other participants' scores and compare them to my own. Others would have had to do the test before me.",3,1,3,3,3,2,1,2,2,1,1,3,2,1,3,3,7,4,4,5,5,6,5,2,3,4,5,4,4,5,2,6,4,3,1
69ef51b8a9c05edba3923015,APPROVED,37:40.3,53:25.0,53:29.8,54:26.3,945,C14NST0J,570,73,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",73,1,0,2,73,2,5,6,other,0.603174603,2774.603175,2550,Social interaction,"Yes, most of it.","It was about what I expected or maybe slightly better, given that I tend to avoid social interaction these days",No,3,1,1,3,4,3,3,4,4,1,1,2,2,2,5,6,6,1,6,5,3,3,4,2,6,4,5,3,6,5,5,5,2,2,1
69f2ebab9cf068bfc6cf3fda,APPROVED,05:42.9,29:58.3,30:05.5,30:59.1,1456,C14NST0J,358,60,Male,Asian,China,Canada,Canada,Chinese,No,Full-Time,13,1,0,1,58,2,4,5,5,0.682539683,3642.095238,2833,People with different personality  how to react to different social situations,Yes. I was evaluated  for my performance,I don't really care and it doesn't bother me much,n/a,2,1,2,1,2,1,0,1,2,1,1,1,1,1,1,4,5,5,4,5,5,3,3,2,2,6,NA,5,4,5,3,4,4,3,3
69f55dd1a25b4a11bcc13cad,APPROVED,18:31.4,51:15.1,51:18.8,52:16.6,1964,C14NST0J,30,27,Female,Other,New Zealand,New Zealand,New Zealand,English,No,Full-Time,74,1,0,1,27,1,2,2,2,0.80952381,2273.396825,2181,The perception towards people below a particular social queue test score,The first page which introduced the test didn't fit the same concept of the test description. So it felt like a copy and paste of something made by someone else,N/A,N/A,2,1,1,3,2,1,2,2,3,1,0,3,2,1,5,5,4,5,6,6,4,5,5,6,4,4,4,5,5,3,4,3,4,5,5
69f73386e1cc43e75539494f,APPROVED,13:11.2,34:17.9,34:24.9,35:18.7,1267,C14NST0J,117,25,Male,Asian,Philippines,Australia,Australia,English,No,Unemployed (and job seeking),14,1,0,2,21,2,3,11,5,0.682539683,3572.888889,3333,Gauging intelligence of people with a quiz then finding the avg. percentile for each user. Making the user aware of the percentile they were placed in and setting up a list of social perception questions to see if it has any negative or positive reaction to it.,"Everyone's social perception is hard to compare and not a fair reason to be evaluated without knowing someone's background. However, the quiz can test intelligence.",Neutral. I made some mistakes during the quiz but it became pattern recognition when you try to remember the instructions.,I wanted to see if getting an error in the quiz would affect any outcome.,1,1,2,3,2,3,1,2,4,3,2,2,1,2,3,6,5,3,5,6,5,4,2,1,7,6,5,5,3,2,4,3,4,3,4
69fd1386fbcd66d929951a5f,APPROVED,17:57.1,50:53.9,50:58.9,51:54.7,1977,C14NST0J,334,27,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,75,1,0,2,27,2,5,12,6,0.476190476,5654.555556,3618,"I think its a study that tends to discover/explore, how people think under some uncertain conditions/pressures.","Yes, I do. The scenario felt like a test of social judgement. Getting a percentile ranking made ,me feel like my choices were being scored and compared to other participant as well.",I interpreted the 50th percentile feedback as meaning my responses were fairly average compared to most other participants.,No,3,1,3,3,3,3,3,1,2,2,2,2,2,2,5,5,5,5,5,5,6,3,4,1,6,6,6,5,1,4,3,3,4,1,4
6a04c1ed6c0e2bbe1b2d989b,APPROVED,27:59.6,50:09.2,50:18.7,51:10.1,1330,C14NST0J,101,62,Male,White,Canada,Canada,Canada,English,No,Full-Time,76,1,0,1,58,2,2,4,3,0.555555556,3498.253968,2923,perception and how to act or how i act in certain situations,I think it does but being evaluate doesn't have to be a bad thing. The best thing to do in any situation is try to learn from it.,I was surprised by it but not totally shocked because I am somewhat awkward in social situations.,I never felt that way but I may be wrong. I always know when I am taking a test if I am doing ok or not.,3,1,1,2,2,2,1,2,3,1,0,0,0,1,3,5,5,2,4,4,4,5,4,3,4,4,4,3,4,3,3,3,6,4,6
6a0565877e9012576988c07e,APPROVED,08:48.8,23:54.0,24:05.0,24:54.7,906,C14NST0J,253,37,Female,White,Australia,Australia,Australia,English,No,Full-Time,15,1,0,2,36,1,4,6,2,0.682539683,2702.111111,2229,Perception of yourself based on feedback from others,Not specifically,That I was an average performer,I am now based on the questions I am getting asked.,1,1,0,2,1,0,4,4,2,0,0,1,0,0,2,6,4,1,5,4,4,3,3,3,3,2,2,5,2,2,4,3,2,2,2
6a0643def96c580502e0624d,APPROVED,08:42.6,35:59.5,36:05.0,37:00.3,1637,C14NST0J,371,45,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time,16,1,0,2,45,2,5,4,1,0.80952381,2666.079365,2298,The study is about your social intelligence and reading of situations.,"Yes all of the study involves evaluation since that is the point of the study, I was being evaluated in the first part choosing the right pattern to identify then in the social situation scenarios and the choices presented.",I interpreted that I performed averagely and that I could have provided better more socially intelligent answers from the options provided.,Not really any point until this question. The point of asking this question could be to see if I was answering the previous questions based on the feedback provided on my performance or my interpretation that the feedback or other aspects were to give me a rating that I would react negatively to and disbelieve.,2,1,1,2,2,1,2,1,2,0,0,1,0,0,5,6,3,1,6,6,5,3,2,1,5,3,2,7,2,2,2,2,2,2,2
6a0734c4db337dee24a06f91,APPROVED,04:26.6,23:18.1,23:28.9,24:18.8,1132,C14NST0J,143,25,Male,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking),77,1,0,1,25,2,4,6,3,0.555555556,4805.301587,2649,Social cues and psychology,The social intelligence part,Harshly,no,2,1,1,3,2,3,2,2,3,1,0,1,1,0,5,4,3,4,5,4,5,6,4,5,3,4,3,5,4,5,6,4,5,4,5
6a07924400b904af0e5f45cf,APPROVED,04:29.1,22:10.0,22:14.9,23:10.7,1061,C14NST0J,303,52,Male,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking),17,1,0,1,49,2,4,4,2,0.761904762,2448.47619,2146,A study about social interaction and ability to synthesise responses in a short timeframe.,Clearly the second portion evaluated you against some type of rigid metric.,"Honestly I think it was exaggerated for effect.  Not that I might be average or slightly below average, that perhaps might fit depending on what was being tested, but 14th percentile I find extremely unlikely.",The 14th percentile result is ridiculous and based off the answers would have needed some responses to be the clear failure in reading the room.  Which I did not select in any case.,2,1,1,2,2,0,0,0,1,2,1,0,0,1,2,4,4,1,4,5,3,2,2,2,5,3,4,5,5,3,2,4,6,2,6
6a07d9e7902dfd92616b2406,APPROVED,54:18.7,14:21.9,14:24.9,15:23.5,1204,C14NST0J,185,39,Female,Black,Nigeria,Australia,Australia,English,No,Full-Time,18,1,0,1,13,1,5,3,5,0.555555556,4186.698413,3277,See how people read social cues,no not really,i think it is understandable,Nope,3,1,3,3,4,2,4,3,3,2,2,2,3,3,5,4,4,3,4,6,3,3,3,2,3,5,4,7,2,2,4,4,NA,NA,6
6a07e4791c832831b4bb0dcc,APPROVED,36:09.3,13:35.4,13:39.0,14:36.8,2247,C14NST0J,290,40,Male,White,Australia,Australia,Australia,English,No,Full-Time,78,1,0,1,40,2,3,4,3,0.73015873,2428.634921,2133,"The study focused on how I think, make decisions, and respond to social situations under simulated pressure by making some of the activities timed.","Yes, every activity felt that i was being evaluated particularly where i was told i would be scored.","It honestly felt harsh given the responses I chose to the situations, but the results are the results.",The thought had crossed my mind on whether the scored part results were actually true or whether the percentile results was just to see how people respond.,3,1,1,2,2,1,2,1,2,1,0,1,1,1,3,5,5,1,6,5,4,3,2,2,6,2,2,6,2,4,3,2,7,6,7
6a07e97278622f79319196ac,AWAITING REVIEW,05:16.6,19:08.5,NA,20:09.3,832,C14NST0J,710,29,Male,White,Australia,Australia,Australia,English,No,Full-Time,79,1,0,1,29,2,5,4,4,0.571428571,3005.761905,2418,pattern recognition and performance in social situations,yes both parts felt kind of like a test or evaluation,well it was quite negative,potentially as i have done a previous survey where it gave a result that was fictional,3,1,2,3,2,2,2,3,3,2,1,2,2,1,5,5,5,2,4,5,4,4,3,2,5,4,5,4,4,3,5,3,6,5,6
6a082bce62ec4f51e9e979fc,APPROVED,18:25.8,34:44.1,34:48.8,35:44.9,979,C14NST0J,601,26,Male,White,Canada,Canada,Canada,English,No,Part-Time,80,1,0,1,26,2,2,6,3,0.46031746,3682.190476,2934,Discovering how we react to being told that we have poor social intelligence compared to others.,"No, I do not think the claim that I have low social intelligence was true or based on any of the responses I gave.","I initially felt bad about it, but then I realised that it may have been a fabricated conclusion for the sake of the study itself.","Yes. I selected answers based on my true self, and I believe myself to have average or higher social intelligence.",2,1,2,3,2,2,3,3,4,3,3,4,3,2,6,7,6,5,5,5,6,5,4,6,5,5,7,5,4,2,6,5,7,6,6
6a0a3bfe6de3954b4f5b7819,AWAITING REVIEW,14:34.9,28:46.1,NA,29:47.0,852,C14NST0J,30,29,Female,White,Australia,Australia,Australia,English,Yes,Part-Time,81,1,0,1,29,1,5,4,1,0.666666667,2016.269841,1983,Task matching performance and the impact of that on how we are able to socially evaluate,Maybe in how well I followed the instructions of the task,"Made me feel a bit defeated, I tried to answer the best I could",No,2,1,3,3,4,3,3,4,3,0,3,3,1,2,3,5,5,5,5,5,4,5,3,3,3,6,5,5,6,5,4,5,6,5,6
6a0dd1bd0845ec660d910375,APPROVED,51:53.9,07:45.9,07:58.9,08:46.6,953,C14NST0J,11,22,Male,Mixed,Australia,Australia,Australia,English,Yes,Part-Time,82,1,0,1,18,2,4,4,2,0.53968254,2533.603175,2433,"I think it was about whether receiving negative/positive feedback regarding our social abilities (i.e., from an objective source or person) influenced how likely we were to trust other people's opinions regarding these abilities.","Yes, my social ability and perceptions of how other people viewed me.","Negatively, although I believe it was likely manufactured as part of the experimental manipulation.","Yes, because I am a psychology student and this is a common feedback paradigm.",1,1,1,3,3,1,1,0,1,0,2,2,2,1,5,7,5,1,6,6,6,2,1,1,6,1,2,7,2,3,1,2,7,6,7
6a0e9a6781650e9b9e6a5b59,APPROVED,47:07.3,11:23.9,11:28.9,12:24.6,1457,C14NST0J,142,49,Male,White,Moldova,Australia,Australia,Russian,No,Other,83,1,0,1,49,2,4,6,5,0.444444444,3114.730159,2683,Making decisions under pressure,yes,"maybe it was a test to put me under pressure, not sure","yes, it felt that the pressure was put on",2,1,2,2,2,2,2,0,0,1,0,1,1,1,4,5,5,2,5,5,5,5,3,2,4,5,4,5,4,4,4,4,6,5,6
6a0ee81dd2729be07fec142c,APPROVED,20:01.6,11:20.5,11:28.9,12:21.3,3079,C14NST0J,366,29,Female,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,84,1,0,2,29,1,5,3,2,0.444444444,19273.87302,17793,I think the study was about how well people understand social situations and make good choice with others,"Yes, i felt my answer was judge to see how well i handle people and social problem.","I took the feedback as an advice to learn if i made smart , and respect choice in social situations","No. The scenario felt personal and the feed back matched my choice, so i thought it was base on my answer.",2,1,2,2,4,3,2,2,3,2,1,1,1,2,6,6,4,4,4,6,5,4,5,3,6,5,3,5,4,4,3,3,4,2,6
6a1377ffc76c0c884d951832,APPROVED,04:33.9,27:28.3,27:35.0,28:29.2,1375,C14NST0J,104,60,Female,White,New Zealand,New Zealand,New Zealand,English,No,Full-Time,20,1,0,1,60,1,2,4,3,0.650793651,2781.634921,2444,I believe the study is about how we interpret situations according to people's personal values & how they observe & resolve situations. People analyse situations to the way the feel most comfortable.,Yes I did.,I was really surprised with my poor result. I feel that I an normally considerate of people and situations & have a lot of empathy for others - but may be I don't.,Yes I felt the feedback may have being a trick to make me answer the following questions differently or make me think harder on my thoughts. I'm dying to know the answer now!!,2,1,0,1,0,0,0,0,1,0,0,0,0,0,5,6,2,4,6,6,4,2,1,3,6,4,5,7,4,4,2,2,1,4,1
6a140f039ad98f41d0c713e6,APPROVED,29:03.8,48:37.7,48:38.8,49:38.4,1174,C14NST0J,79,32,Female,Prefer not to say,Australia,Australia,Australia,English,No,Part-Time,85,1,0,1,32,1,4,4,5,0.746031746,2093.365079,1972,To find out my ability to deal with challange situation under time pressure.,"I find that for some questions, none of the answers is the way I would do it. So I hesitate and don't know which one to pick.",Maybe I am not very good at handling these situations because I lack experience.,"I am not sure. Because under time pressure, I am struggling to read and understand comprehensively.",3,1,2,2,2,2,2,1,1,0,1,1,1,1,6,5,4,4,5,5,3,3,3,4,5,4,4,4,4,3,4,4,6,5,5
6a150c0534731cfc55ac943e,APPROVED,02:05.2,24:32.7,24:38.9,25:33.5,1348,C14NST0J,38,36,Male,White,Australia,New Zealand,Australia,English,No,Full-Time,86,1,0,1,36,2,4,6,1,0.888888889,2400.52381,2177,Social Intelligence or EQ. About how one acts in social situations.,"Only when viewing the ending score. And, that it was a bit like my EQ was being measured over time, the time limit made it harder/added pressure.",That my EQ is lower compared to others in the study.,"No, I didn't. But, thinking about it now (after the fact), the study probably didn't compare my data to others as the data probably wouldn't exist yet.",2,1,2,3,1,1,1,0,3,1,2,2,2,0,1,4,5,1,1,1,7,1,1,1,1,1,1,2,1,1,1,4,7,1,7
6a15eb7afd12c71392ef28ae,APPROVED,49:24.9,17:36.3,17:45.0,18:37.1,1692,C14NST0J,534,44,Male,White,United States,United States,United States,English,No,Full-Time,21,1,0,2,44,2,2,4,5,0.603174603,3193.396825,2613,Social awareness and how we are affected by social scenarios,Yes it felt like an evaluation in sorts.,not good or bad that there's room for improvement but negative in any way.,i felt the score of average 50% was a little low,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,4,5,2,6,5,4,2,2,2,4,2,2,6,4,1,4,2,1,2,1
6a163a80270c17834524d514,AWAITING REVIEW,57:27.5,10:50.8,NA,11:51.6,804,C14NST0J,261,48,Male,White,Australia,Australia,Australia,English,No,Full-Time,87,1,0,1,44,2,5,4,1,0.476190476,2556.285714,2232,Social cues and patterns,not really no,interesting quantitative outcome,The feedback is very dissimilar to my own perception,3,1,1,2,2,1,3,3,3,2,0,2,0,0,5,5,4,2,2,5,5,3,3,2,3,4,3,5,3,4,3,2,6,3,5
6a16b48038ecacd0d52a6237,APPROVED,56:20.7,14:08.8,14:18.8,15:09.6,1069,C14NST0J,189,21,Male,White,New Zealand,New Zealand,New Zealand,English,Yes,Full-Time,88,1,0,1,21,2,4,6,3,0.650793651,2065.507937,1949,I think it was about how I interpret situations and how quickly I switch to knowing what a situation is,Yeah with the situation scenarios,I didn't make much of it as this is a study by someone I don't know based off a few small questions,No I thought it was all based on performance,3,1,2,1,1,0,2,0,1,0,0,0,0,0,5,5,3,5,6,6,5,5,1,1,2,2,1,6,3,2,4,2,6,6,7
6a192b448f463e6d576dfe88,APPROVED,33:20.4,50:32.6,50:38.9,51:33.3,1033,C14NST0J,18,20,Female,Asian,Sri Lanka,Australia,Australia,Other,Yes,Unemployed (and job seeking),89,1,0,2,-9,1,2,10,1,0.507936508,3866.047619,2999,This study is trying to understand social behaviour through exercises and survey questions to understand how people would think and behave,yes,i was told i am at the average level so i did not take offense and realised i need to improve my approach to social situations,no,2,1,4,4,4,3,3,2,2,1,1,3,3,1,6,6,5,6,6,6,6,5,5,6,6,6,5,5,3,3,5,3,2,2,3
6a1a3e0dc3193b49a907e232,AWAITING REVIEW,24:32.2,38:20.4,NA,39:21.2,829,C14NST0J,252,32,Female,Asian,Australia,Australia,Australia,English,No,Full-Time,90,1,0,2,32,1,4,5,6,0.746031746,2308.142857,2100,Reading social cues and ho we respond,"Yes, the second activity evaluated my problem solving and thinking",That I was considered average to the general population,No,2,1,1,2,3,2,3,2,2,0,0,0,1,0,6,6,3,2,6,6,3,5,3,3,6,5,2,6,3,3,4,2,2,2,2
6a22489f323f5943256679ed,APPROVED,10:23.8,31:48.0,31:54.9,32:48.7,1285,C14NST0J,182,46,Female,Asian,India,Australia,Australia,Hindi,No,Part-Time,23,1,0,2,46,1,5,10,6,0.587301587,4096.619048,3029,Our behaviour in social situations and how we judge other people's perspectives.,Yes I did.,I felt a bit low and judged as I thought that was my way of expressing myself in those social situations.,No,3,2,1,4,3,3,3,3,4,3,2,3,1,2,5,2,6,4,6,5,6,3,5,4,5,5,4,6,2,3,5,6,5,6,4
6a22cbbaf7bf608ec4d1bdb7,APPROVED,27:07.3,01:28.1,01:38.8,02:28.7,2061,C14NST0J,134,46,Male,White,Australia,Australia,Australia,English,No,Full-Time,91,1,0,1,46,2,5,4,2,0.746031746,3399.571429,2180,Social awareness and the ability to communicate well in social situations,"Yes, my score was low","Negatively, I thought my responses were good, but obviously not.",I didn't think I actually performed that poorly,1,1,1,2,3,3,3,3,3,3,3,3,2,1,3,5,5,4,5,5,4,4,3,4,4,5,5,4,5,5,5,4,6,6,6
6a24e048833a5201b79aea46,AWAITING REVIEW,03:13.6,17:32.7,NA,18:34.2,860,C14NST0J,229,18,Female,Asian,Bangladesh,Canada,Canada,English,Yes,Unemployed (and job seeking),100,1,0,2,18,1,2,10,3,0.603174603,2201.492063,2094,Testing my social intelligence maybe?,My social intelligence got evaluated,I am average.,"I'm only skeptical now because of these questions. Now that I think about it, I thought I did a lot better on the test.",2,1,2,2,2,NA,3,3,3,4,2,1,1,1,5,5,5,5,5,5,4,2,2,5,5,5,4,5,1,1,3,2,6,6,6
6a24fd7340c8e0aa450c2b10,APPROVED,13:29.0,38:59.4,39:05.1,40:00.2,1531,C14NST0J,133,20,Male,Asian,Canada,Canada,Canada,Tamil,Yes,Unemployed (and job seeking),24,1,0,2,19,2,2,10,6,0.73015873,2227.603175,1993,To see how you make decisions based on information/context.,I believe the category selecting activity and social decision making activity evaluated my decision making skills based on the situation.,It said I did about average. I agree as my social decision making is not the best. I expected lower but seeing I did about what the average did was surprising in a sense.,"No, I did not think of that at any point. As I continued the study I though my decisions were resulting in certain questions and more.",1,1,2,3,4,1,2,1,4,0,2,1,3,1,5,7,3,1,7,6,2,2,1,1,5,1,2,6,1,1,2,4,2,4,3
6a26d1c6d013e3513e842c0b,APPROVED,26:32.6,46:45.1,46:49.2,47:45.8,1213,C14NST0J,594,46,Male,Asian,Australia,Australia,Australia,English,No,Full-Time,92,1,0,2,46,2,4,11,2,0.746031746,2300.888889,2149,Choices and opinions of what you may do in certain situations that you may come up in.,"Yes all of it, but not in a personal way since this will be an aggregated survey.",I think getting the 50th percentile is part of the study and everyone got this and that is where the real analysis is.,"Yes, the 50th percentile score - I think this is more of a point to see what sort of reaction and feedback you will get from those people who may have taken that too personally.  The calculation of the answers was a bit of a ruse for that but we will see in the upcoming end statement!",3,1,1,1,2,1,2,2,2,2,1,1,2,1,4,6,4,2,6,6,5,5,2,2,5,3,5,6,4,5,4,5,3,2,2
6a2786c4c70b7e18a9150a50,APPROVED,35:29.6,55:28.1,55:38.8,56:28.8,1199,C14NST0J,216,50,Female,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking),93,1,0,1,50,1,4,4,2,0.619047619,3982.68254,3334,Social awareness and perception.,All of it is an evaluation.,I wasn't too bothered.,"The section about how I respond to certain situations was only based on a few scenarios, some of which are not actually applicable to my real life, so the result may not accurately reflect me.",3,1,2,3,3,2,2,2,2,2,2,2,2,1,5,5,4,3,5,4,5,4,3,3,5,4,3,5,3,3,5,3,6,5,5
6a28c51ea10d8e8fe6c20b3f,APPROVED,40:29.2,55:58.3,56:09.0,56:59.1,930,C14NST0J,178,27,Female,Asian,Australia,Australia,Australia,English,Yes,Unemployed (and job seeking),94,1,0,2,27,1,4,11,1,0.666666667,2214.619048,2028,The study was about judgements and the ability to analyse a situation in a certain time frame,Throughout the study from the first activity to the last,Not too much as it's a great way to understand how I process and would react to specific situations,No,3,1,3,3,4,4,2,3,2,0,3,3,4,2,5,3,4,2,6,7,5,2,2,2,5,6,2,7,2,2,4,2,1,2,1
6a2c4876502b7958c0338fc7,APPROVED,44:56.6,03:55.0,03:58.9,04:55.8,1139,C14NST0J,63,21,Female,White,Australia,Australia,Australia,English,No,Part-Time,95,1,0,2,21,1,3,6,1,0.650793651,2767.936508,2421,this study was about psychological social opinions,yes,i was at average performance based on the feedback,no,2,1,3,3,2,2,1,1,2,1,2,3,3,1,5,7,3,2,6,6,6,5,2,2,5,3,3,6,5,3,6,5,2,2,2
