Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,SESSION_ID,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
1,{{PROLIFIC_ID}},001,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},001,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,9.5298,9.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},001,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},001,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,11.7404,11.7412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},26,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,14.4747,14.4749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},26,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,,,1,1,41,8,5,4,0,1,1,3,2,1,2,3,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},26,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,,,1,,,,,,,,,,,,,,,,,,49.3964,51.3876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},26,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,51.3876,55.5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},26,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,55.5244,58.0543,1,2529,-0.095168139,0.205171535,1,0,0,two_yellow_triangles,58.0548,59.0535,0,0,0,63,1,shape,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},26,6aa09bb296af1050f055ee3b,2026-09-10_09h19.33.307,Reading the Room,2026.1.3,MacIntel,59.88023952,6a8cf0977a0aa3683078d6c1,06mp1yr2jnd5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,59.0564,61.4705,1,2414,0.355269192,0.28228176,1,0,0,four_blue_stars,61.4706,62.4705,0,1,1,34,1,shape,images/3blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
